,url,header,header_len,meta,meta_len,bytes,word_count,inlinks,unique_in,outlinks,unique_out,ext_links,unique_ext,pa,pub_date
297,https://www.mayoclinic.org/diseases-conditions/multiple-myeloma/symptoms-causes/syc-20353378,multiple myeloma,16,Learn about this cancer that forms from white blood cells called plasma cells. Multiple myeloma treatments include medications and bone marrow transplant.,154,53123,1763,22,12,87,57,70,48,1.0,2019-06-12
298,https://www.mayoclinic.org/diseases-conditions/nasopharyngeal-carcinoma/symptoms-causes/syc-20375529,nasopharyngeal carcinoma,24,"Nasopharyngeal carcinoma is cancer that occurs in the nasopharynx, which is located behind your nose and above the back of your throat.",135,50258,1615,17,12,79,52,67,45,0.0,2018-08-17
299,https://www.mayoclinic.org/diseases-conditions/neuroblastoma/symptoms-causes/syc-20351017,neuroblastoma,13,"Learn more about the symptoms, diagnosis and treatment of neuroblastoma, one of the most common cancers of childhood.",117,48706,1439,22,12,82,53,67,45,0.0,2019-10-09
300,https://www.mayoclinic.org/diseases-conditions/non-hodgkins-lymphoma/symptoms-causes/syc-20375680,non-hodgkin's lymphoma,22,"Non-Hodgkin's lymphoma — Learn more about the symptoms, risk factors and treatment of this cancer of the lymphatic system that causes swollen lymph nodes.",154,59231,1828,24,14,88,58,72,48,0.0,2018-04-10
301,https://www.mayoclinic.org/diseases-conditions/ovarian-cancer/symptoms-causes/syc-20375941,ovarian cancer,14,"Find out what symptoms are caused by this type of cancer, and learn about treatments, including surgery, chemotherapy and targeted therapy.",139,58742,1874,13,6,90,57,74,52,1.0,2019-07-25
302,https://www.mayoclinic.org/diseases-conditions/pancreatic-cancer/symptoms-causes/syc-20355421,pancreatic cancer,17,"Pancreatic cancer — Overview covers symptoms, risk factors, prevention, diagnosis, surgery, chemotherapy and other treatment for cancer of the pancreas.",152,76004,2881,21,11,93,64,87,63,1.0,2020-04-24
303,https://www.mayoclinic.org/diseases-conditions/paraneoplastic-syndromes/symptoms-causes/syc-20355687,paraneoplastic syndromes of the nervous system,46,"This group of uncommon disorders affects people who have cancer, and occurs when parts of the immune system attack parts of the nervous system.",143,49918,1848,14,8,76,47,67,45,0.0,2020-02-21
304,https://www.mayoclinic.org/diseases-conditions/prostate-cancer/symptoms-causes/syc-20353087,prostate cancer,15,"Learn about detection, diagnostic approaches, treatment options and advances for prostate cancer, including robotic prostatectomy and current research.",151,67831,2425,22,12,107,74,76,51,1.0,2019-04-17
305,https://www.mayoclinic.org/diseases-conditions/rectal-cancer/symptoms-causes/syc-20352884,rectal cancer,13,Rectal cancer — Learn about Mayo Clinic’s long record of excellence and innovation in treating this challenging type of cancer.,127,54917,2107,29,15,81,51,70,47,0.0,2019-10-09
306,https://www.mayoclinic.org/diseases-conditions/retinoblastoma/symptoms-causes/syc-20351008,retinoblastoma,14,"Learn about the symptoms, causes and treatments for this eye cancer that occurs in young children.",98,49693,1641,17,9,76,49,67,45,0.0,2018-12-14
307,https://www.mayoclinic.org/diseases-conditions/skin-cancer/symptoms-causes/syc-20377605,skin cancer,11,"Learn about skin cancer, including basal cell carcinoma, melanoma and squamous cell carcinoma. Find out about symptoms, treatments and ways to lower your risk.",159,68283,3038,13,8,87,57,75,52,0.0,2019-02-20
308,https://www.mayoclinic.org/diseases-conditions/soft-tissue-sarcoma/symptoms-causes/syc-20377725,soft tissue sarcoma,19,"This rare type of cancer can begin in the muscles, fat, blood vessels, nerves, tendons and the lining of joints. Treatment usually includes surgery.",148,51816,1423,39,19,96,67,67,45,0.0,2018-05-26
309,https://www.mayoclinic.org/diseases-conditions/squamous-cell-carcinoma/symptoms-causes/syc-20352480,squamous cell carcinoma of the skin,35,Squamous cell carcinoma is a common skin cancer that usually looks like a red bump or a scaly sore. Learn about symptoms and explore treatment options.,151,56081,2156,12,7,79,50,71,47,0.0,2019-06-21
310,https://www.mayoclinic.org/diseases-conditions/testicular-cancer-care/symptoms-causes/syc-20352986,testicular cancer,17,"Mayo Clinic testicular cancer care reflects deep expertise across all the disciplines that your needs demand, working as an integrated team.",140,51527,1518,14,7,82,51,68,46,0.0,2020-04-24
311,https://www.mayoclinic.org/diseases-conditions/throat-cancer/symptoms-causes/syc-20366462,throat cancer,13,"Learn more about this type of cancer that affects your throat (pharynx), voice box (larynx) or tonsils.",103,54336,1739,23,13,85,55,71,48,0.0,2018-08-11
312,https://www.mayoclinic.org/diseases-conditions/thyroid-cancer/symptoms-causes/syc-20354161,thyroid cancer,14,"Learn about thyroid cancer diagnosis and treatment, including thyroid surgery, radioactive iodine and thyroid hormone therapy.",126,51712,1769,14,8,79,50,68,46,0.0,2020-01-21
313,https://www.mayoclinic.org/diseases-conditions/vaginal-cancer/symptoms-causes/syc-20352447,vaginal cancer,14,"Learn about vaginal cancer symptoms and diagnosis. Treatments for cancer of the vagina include surgery, radiation therapy and chemotherapy.",139,54042,1689,22,12,88,59,67,45,0.0,2019-07-25
314,https://www.mayoclinic.org/diseases-conditions/vulvar-cancer/symptoms-causes/syc-20368051,vulvar cancer,13,"Learn about this rare cancer that forms on the skin that surrounds the urethra and vagina. Treatments include surgery, radiation and chemotherapy.",146,49789,1598,19,10,83,53,67,45,0.0,2017-10-31
315,https://www.mayoclinic.org/diseases-conditions/wilms-tumor/symptoms-causes/syc-20352655,wilms' tumor,12,Advancements in the diagnosis and treatment of Wilms' tumor have greatly improved the outlook (prognosis) for children with this type of kidney cancer.,151,51529,1663,20,11,83,55,69,46,0.0,2020-04-24
316,https://www.mayoclinic.org/diseases-conditions/oral-thrush/symptoms-causes/syc-20353533,oral thrush,11,"Oral thrush is a fungal infection caused by the overgrowth of Candida albicans, which causes creamy white lesions on the tongue and lining of your mouth.",153,49314,1776,10,4,69,43,69,46,1.0,2018-03-08
317,https://www.mayoclinic.org/diseases-conditions/yeast-infection/symptoms-causes/syc-20378999,yeast infection (vaginal),25,Vaginal itching or burning could mean you have a yeast infection. Learn about other symptoms and effective treatments for this uncomfortable condition.,151,45857,1462,9,4,70,43,69,46,1.0,2019-07-16
319,https://www.mayoclinic.org/diseases-conditions/carbon-monoxide/symptoms-causes/syc-20370642,carbon monoxide poisoning,25,"Carbon monoxide is colorless, odorless, tasteless — and extremely dangerous. Don't count on detecting it. Instead, prevent it.",126,46624,1642,7,2,68,42,68,46,1.0,2019-10-16
320,https://www.mayoclinic.org/diseases-conditions/carcinoid-syndrome/symptoms-causes/syc-20370666,carcinoid syndrome,18,Find out about skin flushing and other symptoms of this syndrome caused by a rare cancer called a carcinoid tumor.,114,45836,1462,11,5,75,48,69,46,0.0,2018-07-03
321,https://www.mayoclinic.org/diseases-conditions/carcinoma-unknown-primary/symptoms-causes/syc-20370683,carcinoma of unknown primary,28,"In this uncommon and aggressive type of cancer, doctors aren't sure where the cancer began. Learn how they determine which treatments are most likely to help.",158,41668,1120,7,2,73,44,67,45,0.0,2019-01-15
322,https://www.mayoclinic.org/diseases-conditions/sudden-cardiac-arrest/symptoms-causes/syc-20350634,sudden cardiac arrest,21,"A sudden loss of heart function is a medical emergency. Fast, appropriate care might keep it from being deadly.",111,57110,2135,25,17,88,57,69,46,0.0,2018-12-18
323,https://www.mayoclinic.org/diseases-conditions/myocardial-ischemia/symptoms-causes/syc-20375417,myocardial ischemia,19,Myocardial ischemia reduces blood flow to the heart and may cause chest pain – but not always. Learn all the signs and symptoms and how to treat it.,148,52973,1736,22,14,78,51,69,46,0.0,2019-04-06
324,https://www.mayoclinic.org/diseases-conditions/cardiogenic-shock/symptoms-causes/syc-20366739,cardiogenic shock,17,"Most often the result of a severe heart attack, cardiogenic shock is rare but can be fatal if not treated immediately.",118,49138,1609,25,16,80,53,68,46,0.0,2017-10-28
325,https://www.mayoclinic.org/diseases-conditions/enlarged-heart/symptoms-causes/syc-20355436,enlarged heart,14,"Learn more about the symptoms, diagnosis and treatment for this condition of the heart muscle.",94,53819,2108,29,17,78,55,67,45,0.0,2020-01-16
326,https://www.mayoclinic.org/diseases-conditions/cardiomyopathy/symptoms-causes/syc-20370709,cardiomyopathy,14,Cardiomyopathy is a disease of the heart muscle that makes it harder for your heart to pump blood to the rest of your body.,123,57470,1998,29,19,84,55,68,46,0.0,2019-01-23
327,https://www.mayoclinic.org/diseases-conditions/dilated-cardiomyopathy/symptoms-causes/syc-20353149,dilated cardiomyopathy,22,Learn more about the causes and treatment of this heart disorder in which the main pumping chamber of the heart stretches and can't pump blood well.,148,51601,1487,34,21,84,57,67,45,0.0,2018-03-09
328,https://www.mayoclinic.org/diseases-conditions/hypertrophic-cardiomyopathy/symptoms-causes/syc-20350198,hypertrophic cardiomyopathy,27,"Learn about this heart disorder in which the heart muscle becomes abnormally thick, which makes it harder for the heart to pump blood.",134,58483,1965,46,27,90,62,69,46,0.0,2018-04-14
329,https://www.mayoclinic.org/diseases-conditions/heart-disease/symptoms-causes/syc-20353118,heart disease,13,"Learn about symptoms, causes and treatment of heart disease, a term describing a wide range of conditions that can affect the heart.",132,93732,4052,39,26,130,88,88,64,1.0,2018-03-22
330,https://www.mayoclinic.org/diseases-conditions/carotid-artery-disease/symptoms-causes/syc-20360519,carotid artery disease,22,"Learn about carotid artery disease symptoms, prevention and treatment options including stenting, angioplasty and carotid endarterectomy.",137,57992,2109,19,11,89,60,67,45,0.0,2018-10-04
331,https://www.mayoclinic.org/diseases-conditions/carpal-tunnel-syndrome/symptoms-causes/syc-20355603,carpal tunnel syndrome,22,"Learn more about the symptoms, diagnosis and treatment of this common nerve disorder affecting the hand and arm.",112,55784,2082,9,3,81,52,74,51,1.0,2020-02-01
332,https://www.mayoclinic.org/diseases-conditions/cataracts/symptoms-causes/syc-20353790,cataracts,9,"Cataracts often affect people as they age, causing blurry, dim vision that gets worse over time. Learn how surgery to replace the cloudy lens can help.",151,54153,1972,7,2,74,47,72,48,1.0,2018-06-23
333,https://www.mayoclinic.org/diseases-conditions/cavernous-malformations/symptoms-causes/syc-20360941,cavernous malformations,23,"Find out about diagnosis and treatment options, including surgery, for these abnormal blood vessel formations of the brain and spinal column.",141,51221,1501,11,4,83,54,68,46,0.0,2018-05-18
334,https://www.mayoclinic.org/diseases-conditions/cavities/symptoms-causes/syc-20352892,cavities/tooth decay,20,"Cavities, also called tooth decay, are permanently damaged areas in the hard surface of your teeth that develop into tiny openings or holes.",140,54852,2605,10,4,73,46,67,45,1.0,2017-07-19
335,https://www.mayoclinic.org/diseases-conditions/celiac-disease/symptoms-causes/syc-20352220,celiac disease,14,"In celiac disease, wheat protein (gluten) in food damages the small intestine, making it hard to absorb nutrients and causing a variety of symptoms.",148,54483,1919,9,4,77,49,74,51,1.0,2019-09-16
336,https://www.mayoclinic.org/diseases-conditions/cellulite/symptoms-causes/syc-20354945,cellulite,9,Learn more about this common skin condition that causes dimpling of the thighs and buttocks. Treatment may result in temporary improvement.,139,45809,1302,7,2,69,43,70,47,0.0,2019-12-06
337,https://www.mayoclinic.org/diseases-conditions/cellulitis/symptoms-causes/syc-20370762,cellulitis,10,Find out more about this potentially serious skin infection and how a few simple skin care tips can help prevent it.,116,45769,1406,8,3,72,45,67,45,1.0,2020-02-06
340,https://www.mayoclinic.org/diseases-conditions/cerebral-palsy/symptoms-causes/syc-20353999,cerebral palsy,14,"Damage to the developing brain, usually before birth, causes this disorder of movement, muscle tone or posture.",111,52440,2163,13,8,78,49,67,45,1.0,2019-08-17
341,https://www.mayoclinic.org/diseases-conditions/earwax-blockage/symptoms-causes/syc-20353004,earwax blockage,15,"Learn simple steps for treatment and self-care of this common problem, including earwax removal.",96,42506,1132,8,3,67,42,70,47,0.0,2017-07-22
342,https://www.mayoclinic.org/diseases-conditions/cervical-dystonia/symptoms-causes/syc-20354123,cervical dystonia,17,This rare movement disorder causes neck muscles to contract involuntarily. This can make your head twist or turn into often painful positions.,142,43068,1158,13,7,74,46,67,45,0.0,2019-09-12
343,https://www.mayoclinic.org/diseases-conditions/cervical-spondylosis/symptoms-causes/syc-20370787,cervical spondylosis,20,"As people age, the spinal disks in the neck shrink and bone spurs often develop. If symptoms occur, nonsurgical treatments are usually effective.",145,46855,1400,16,7,75,48,68,46,1.0,2018-06-16
344,https://www.mayoclinic.org/diseases-conditions/cervicitis/symptoms-causes/syc-20370814,cervicitis,10,"Sexually transmitted infections are often the reason why a woman develops inflammation of the cervix, which can cause abnormal discharge and bleeding.",150,46167,1262,7,2,70,44,67,45,0.0,2019-07-25
345,https://www.mayoclinic.org/diseases-conditions/charcot-marie-tooth-disease/symptoms-causes/syc-20350517,charcot-marie-tooth disease,27,Learn how to spot the symptoms and how doctors treat this group of peripheral nerve disorders.,94,44681,1314,12,6,73,47,67,45,0.0,2019-01-11
347,https://www.mayoclinic.org/diseases-conditions/chemo-brain/symptoms-causes/syc-20351060,chemo brain,11,Learn about the memory and thinking changes that sometimes happen during and after cancer treatment. Find out about chemo brain treatments and ways to cope.,156,43377,1356,8,3,70,43,69,46,0.0,2019-03-22
348,https://www.mayoclinic.org/diseases-conditions/chest-pain/symptoms-causes/syc-20370838,chest pain,10,Chest pain has many possible causes — and some of them are serious. Here's why it's so important to see your doctor about chest pain.,133,51225,1848,22,17,81,53,69,46,0.0,2017-12-08
349,https://www.mayoclinic.org/diseases-conditions/costochondritis/symptoms-causes/syc-20371175,costochondritis,15,"Costochondritis — Comprehensive overview covers causes, treatment of this usually harmless chest wall pain.",107,43129,1125,10,2,69,43,67,45,0.0,2020-04-22
350,https://www.mayoclinic.org/diseases-conditions/chiari-malformation/symptoms-causes/syc-20354010,chiari malformation,19,"Find out about the symptoms, causes, and treatment of this brain disorder in which brain tissue extends into your spinal canal.",127,49809,1829,11,4,77,49,67,45,0.0,2019-09-12
351,https://www.mayoclinic.org/diseases-conditions/chickenpox/symptoms-causes/syc-20351282,chickenpox,10,"Learn more about the symptoms, treatment and prevention of this once common childhood illness.",94,50521,2164,8,3,68,42,68,46,0.0,2019-02-27
352,https://www.mayoclinic.org/diseases-conditions/chilblains/symptoms-causes/syc-20351097,chilblains,10,"For some people, cold exposure means chilblains — itchy, red patches that can become sores. Find out how to treat and prevent this seasonal skin condition.",155,45368,1490,9,4,68,42,67,45,0.0,2018-11-27
353,https://www.mayoclinic.org/diseases-conditions/child-abuse/symptoms-causes/syc-20370864,child abuse,11,"Child abuse includes physical, sexual, emotional and medical abuse, as well as neglect. Learn about signs, risk factors, how to get help, and prevention.",153,55606,2729,8,2,72,45,67,45,0.0,2018-10-05
354,https://www.mayoclinic.org/diseases-conditions/childhood-apraxia-of-speech/symptoms-causes/syc-20352045,childhood apraxia of speech,27,Speech therapy can help children with this speech disorder that's caused by a problem with communication between the brain and the muscles used for speech.,155,54763,2147,7,2,81,53,67,45,0.0,2019-05-10
355,https://www.mayoclinic.org/diseases-conditions/childhood-obesity/symptoms-causes/syc-20354827,childhood obesity,17,"Childhood obesity can lead to various conditions, including type 2 diabetes and high blood pressure. Learn how to protect your child's health.",142,50177,1974,8,3,72,45,69,47,0.0,2018-12-05
356,https://www.mayoclinic.org/diseases-conditions/chlamydia/symptoms-causes/syc-20355349,chlamydia trachomatis,21,"This common sexually transmitted infection (STI) can lead to serious health problems if left untreated. Learn more about symptoms, treatment and prevention.",156,43595,1371,7,2,68,42,67,45,0.0,2020-02-20
357,https://www.mayoclinic.org/diseases-conditions/primary-sclerosing-cholangitis/symptoms-causes/syc-20355797,primary sclerosing cholangitis,30,"Primary sclerosing cholangitis, a rare, chronic and potentially serious bile duct disease, is curable with liver transplant.",124,52005,1825,17,9,78,48,68,46,0.0,2018-03-08
358,https://www.mayoclinic.org/diseases-conditions/cholecystitis/symptoms-causes/syc-20364867,cholecystitis,13,"Cholecystitis is gallbladder inflammation. Learn the causes, symptoms, complications and treatment.",99,45842,1382,11,5,70,44,67,45,0.0,2017-11-18
359,https://www.mayoclinic.org/diseases-conditions/cholera/symptoms-causes/syc-20355287,cholera,7,Cholera is a treatable — yet potentially fatal — bacterial disease that causes diarrhea and dehydration. Learn how to lower your risk.,134,48178,2158,8,3,67,41,67,45,0.0,2020-02-01
360,https://www.mayoclinic.org/diseases-conditions/cholestasis-of-pregnancy/symptoms-causes/syc-20363257,cholestasis of pregnancy,24,"Cholestasis of pregnancy makes an expectant mom very itchy, and it can be dangerous for her baby. Know the causes and treatment.",128,45899,1423,11,5,71,44,69,46,0.0,2017-10-17
361,https://www.mayoclinic.org/diseases-conditions/high-blood-cholesterol/symptoms-causes/syc-20350800,high cholesterol,16,You need some cholesterol in your blood to build healthy cells. But high cholesterol can increase your risk of heart disease. Lifestyle changes can help.,153,59134,1919,9,3,96,68,72,49,1.0,2019-07-13
362,https://www.mayoclinic.org/diseases-conditions/chondrosarcoma/symptoms-causes/syc-20354196,chondrosarcoma,14,"Chondrosarcoma is a rare type of cancer that primarily affects bone, particularly in the pelvis, hips and base of the skull. Surgery is the main treatment.",155,40679,1007,9,4,73,44,67,45,0.0,2018-08-08
363,https://www.mayoclinic.org/diseases-conditions/huntingtons-disease/symptoms-causes/syc-20356117,huntington's disease,20,This condition causes a progressive breakdown of nerve cells in the brain. Find out about what signs to watch for and how treatments may help.,142,51177,1923,12,5,76,47,67,45,1.0,2020-04-14
364,https://www.mayoclinic.org/diseases-conditions/chronic-cough/symptoms-causes/syc-20351575,chronic cough,13,"A cough that lasts for weeks could be caused by smoking, postnasal drip, asthma, acid reflux, respiratory infections, COPD or another underlying problem.",153,47848,1580,12,6,73,46,69,46,0.0,2019-07-09
365,https://www.mayoclinic.org/diseases-conditions/chronic-daily-headaches/symptoms-causes/syc-20370891,chronic daily headaches,23,"If you have a headache most days, you might have one of the most disabling headache conditions, chronic daily headaches. Aggressive treatment and long-term management might help.",178,52543,1737,14,6,84,52,69,46,0.0,2019-04-09
366,https://www.mayoclinic.org/diseases-conditions/chronic-exertional-compartment-syndrome/symptoms-causes/syc-20350830,chronic exertional compartment syndrome,39,"This exercise-induced muscle and nerve condition causes pain, swelling and sometimes disability in the affected muscles of the legs or arms.",140,47191,1377,16,6,72,46,67,45,0.0,2018-12-05
367,https://www.mayoclinic.org/diseases-conditions/chronic-fatigue-syndrome/symptoms-causes/syc-20360490,chronic fatigue syndrome,24,"This complicated disorder may be triggered by an infection. While there's no cure for chronic fatigue syndrome, treatment focuses on symptom relief.",148,45378,1351,8,3,73,46,67,45,1.0,2018-01-05
369,https://www.mayoclinic.org/diseases-conditions/chronic-hives/symptoms-causes/syc-20352719,chronic hives,13,"Chronic hives — Learn how this long-lasting skin condition that causes painful, itchy, recurring welts is diagnosed and which treatments may offer relief.",154,45977,1290,9,4,70,43,67,45,0.0,2020-04-03
370,https://www.mayoclinic.org/diseases-conditions/chronic-kidney-disease/symptoms-causes/syc-20354521,chronic kidney disease,22,"Learn about kidney failure symptoms, tests, diagnosis and treatment options, including medication, dialysis and kidney transplant.",130,62461,2007,21,11,93,63,72,50,1.0,2019-08-15
371,https://www.mayoclinic.org/diseases-conditions/hashimotos-disease/symptoms-causes/syc-20351855,hashimoto's disease,19,Learn more about the symptoms and treatment of this cause of thyroid gland inflammation.,88,47454,1631,9,4,66,42,68,46,1.0,2020-02-11
372,https://www.mayoclinic.org/diseases-conditions/copd/symptoms-causes/syc-20353679,copd,4,"This chronic inflammatory lung disease causes obstructed airflow from the lungs, resulting in breathing difficulty, cough, mucus production and wheezing.",153,60680,2566,13,7,80,51,70,48,1.0,2020-04-15
373,https://www.mayoclinic.org/diseases-conditions/chronic-pelvic-pain/symptoms-causes/syc-20354368,chronic pelvic pain in women,28,Chronic pelvic pain can be a symptom of another disease or a condition in its own right. Learn how this painful condition is diagnosed and treated.,147,49528,1733,13,8,76,49,70,47,0.0,2019-05-14
374,https://www.mayoclinic.org/diseases-conditions/chronic-sinusitis/symptoms-causes/syc-20351661,chronic sinusitis,17,"Read more about possible causes of lasting sinus troubles, what treatments are available and how you can prevent this problem in the future.",140,50413,1687,12,5,74,47,68,46,0.0,2019-06-01
375,https://www.mayoclinic.org/diseases-conditions/chronic-traumatic-encephalopathy/symptoms-causes/syc-20370921,chronic traumatic encephalopathy,32,"This type of brain degeneration is likely caused by recurrent concussions, but what causes the damage isn't well understood.",124,53981,1988,15,6,77,49,67,45,0.0,2019-06-04
376,https://www.mayoclinic.org/diseases-conditions/vulvodynia/symptoms-causes/syc-20353423,vulvodynia,10,"If you have pain, burning or irritation in your vaginal area, talk to your doctor. You could have vulvodynia.",109,43601,1186,8,3,71,44,67,45,0.0,2017-07-22
377,https://www.mayoclinic.org/diseases-conditions/cirrhosis/symptoms-causes/syc-20351487,cirrhosis,9,Cirrhosis is an advanced stage of scarring and damage of the liver. Find out about symptoms and treatment of this life-threatening liver condition.,147,55146,2008,35,17,82,53,67,45,1.0,2018-12-07
378,https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226,creutzfeldt-jakob disease,25,"Learn more about the definition, symptoms, causes and diagnosis of this degenerative brain disorder that leads to dementia.",123,53399,2095,17,7,75,48,67,45,0.0,2018-10-04
379,https://www.mayoclinic.org/diseases-conditions/claudication/symptoms-causes/syc-20370952,claudication,12,"Too little blood flow to your legs and arms can cause pain, especially during exercise. Learn more about diagnosing and treating this condition.",144,49536,1719,9,3,73,46,68,46,0.0,2020-01-11
380,https://www.mayoclinic.org/diseases-conditions/cleft-palate/symptoms-causes/syc-20370985,cleft lip and cleft palate,26,"Surgery can fix openings or splits in the upper lip, or the roof of the mouth (palate), or both types of these birth defects.",125,51725,1946,9,3,79,51,68,46,0.0,2018-05-22
381,https://www.mayoclinic.org/diseases-conditions/depression/symptoms-causes/syc-20356007,depression (major depressive disorder),38,Depression is a mood disorder that causes a persistent feeling of sadness and loss of interest and can interfere with your daily functioning.,141,75409,2681,12,6,120,81,80,57,1.0,2018-02-03
382,https://www.mayoclinic.org/diseases-conditions/clubfoot/symptoms-causes/syc-20350860,clubfoot,8,"This term describes a range of congenital foot abnormalities in which the foot is twisted out of shape or position, keeping it from moving up and down.",151,46774,1572,11,4,72,45,67,45,0.0,2019-06-28
383,https://www.mayoclinic.org/diseases-conditions/cluster-headache/symptoms-causes/syc-20352080,cluster headache,16,These painful headaches cause severe pain on one side of the head and tend to occur in frequent bouts called cluster periods.,125,50344,1673,10,5,76,47,70,47,0.0,2019-06-04
384,https://www.mayoclinic.org/diseases-conditions/valley-fever/symptoms-causes/syc-20378761,valley fever,12,Learn about symptoms and treatment for valley fever — an infection caused by fungi found in the soil of America's desert regions. ,130,47871,1997,9,4,69,42,67,45,0.0,2018-06-08
385,https://www.mayoclinic.org/diseases-conditions/cold-urticaria/symptoms-causes/syc-20371046,cold urticaria,14,"Cold urticaria — Comprehensive overview covers symptoms, treatment of this allergic skin reaction caused by cold that most often affects young adults.",150,41963,1364,8,2,69,42,67,45,0.0,2019-10-02
386,https://www.mayoclinic.org/diseases-conditions/hypothermia/symptoms-causes/syc-20352682,hypothermia,11,"Learn about symptoms, treatment and prevention of hypothermia — a life-threatening condition in which the body loses heat faster than it can generate it.",153,53204,2736,9,4,70,43,67,45,1.0,2020-04-18
387,https://www.mayoclinic.org/diseases-conditions/cold-sore/symptoms-causes/syc-20371017,cold sore,9,"Cold sore — Comprehensive overview covers symptoms, causes, treatment, prevention of this common lip sore.",106,52151,2095,9,4,69,43,70,47,0.0,2018-12-20
388,https://www.mayoclinic.org/diseases-conditions/common-cold/symptoms-causes/syc-20351605,common cold,11,Learn more about how to prevent and treat this common respiratory infection.,76,52188,1782,9,3,80,53,71,48,1.0,2019-04-20
389,https://www.mayoclinic.org/diseases-conditions/colic/symptoms-causes/syc-20371074,colic,5,Consoling a baby who cries a lot for no apparent reason is a challenge. Learn strategies for caring for your infant and coping with the stress.,143,42508,1445,9,3,68,43,67,45,0.0,2020-02-29
390,https://www.mayoclinic.org/diseases-conditions/ischemic-colitis/symptoms-causes/syc-20374001,ischemic colitis,16,This condition occurs when the arteries supplying blood to the colon become blocked. It can cause serious complications but usually subsides on its own.,152,47027,1543,15,6,71,45,68,46,0.0,2018-11-06
391,https://www.mayoclinic.org/diseases-conditions/microscopic-colitis/symptoms-causes/syc-20351478,microscopic colitis,19,"Persistent, watery diarrhea could be a sign of microscopic colitis. Find out about testing and treatment for this inflammatory disorder of the colon.",149,45441,1427,8,3,72,43,67,45,0.0,2019-10-23
392,https://www.mayoclinic.org/diseases-conditions/ulcerative-colitis/symptoms-causes/syc-20353326,ulcerative colitis,18,"Ulcerative colitis, a severe inflammatory bowel disease, increases risk of colon cancer and may require surgery to remove part of the bowel.",140,51596,1701,17,8,80,50,70,47,1.0,2019-12-24
393,https://www.mayoclinic.org/diseases-conditions/pneumothorax/symptoms-causes/syc-20350367,pneumothorax,12,A collapsed lung occurs when air leaks into the space between your lung and chest wall. This air pushes on the outside of your lung and makes it collapse.,154,46016,1389,13,6,72,45,67,45,0.0,2019-02-28
394,https://www.mayoclinic.org/diseases-conditions/colon-polyps/symptoms-causes/syc-20352875,colon polyps,12,"Have you had your colonoscopy? Colon polyps typically don't cause symptoms, so it's important to have regular screenings.",121,57953,2215,19,9,87,57,68,46,0.0,2019-10-19
395,https://www.mayoclinic.org/diseases-conditions/poor-color-vision/symptoms-causes/syc-20354988,color blindness,15,Is it red or is it green? Learn more about what causes color blindness and how to tell whether or not you can distinguish between certain shades of color.,154,44599,1425,9,4,67,41,69,46,0.0,2019-12-28
396,https://www.mayoclinic.org/diseases-conditions/coma/symptoms-causes/syc-20371099,coma,4,"Coma is a state of prolonged unconsciousness with many possible causes. While it rarely lasts longer than a few weeks, some people never wake from a coma.",154,42048,1220,13,8,70,45,67,45,0.0,2018-09-12
397,https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/symptoms-causes/syc-20351651,common cold in babies,21,Learn more about when to see the doctor and how to treat this viral infection that causes a runny nose and nasal congestion in babies.,134,46397,1839,7,2,67,41,67,45,0.0,2019-05-21
399,https://www.mayoclinic.org/diseases-conditions/common-warts/symptoms-causes/syc-20371125,common warts,12,"Find out tips for preventing and dealing with this common skin condition that causes small, rough growths on your fingers and hands.",132,44679,1273,8,3,68,42,69,46,0.0,2020-04-15
400,https://www.mayoclinic.org/diseases-conditions/crps-complex-regional-pain-syndrome/symptoms-causes/syc-20371151,complex regional pain syndrome,30,Learn about this neurological condition that may affect an arm or a leg after an injury or surgery. Early treatment may prevent a recurrence.,141,50566,1678,14,5,73,46,72,48,0.0,2020-02-18
401,https://www.mayoclinic.org/diseases-conditions/complicated-grief/symptoms-causes/syc-20360374,complicated grief,17,"In complicated grief, painful emotions of loss don't improve with time and are so severe that you have trouble recovering and resuming your own life.",149,45281,1710,10,4,68,42,67,45,0.0,2017-10-05
402,https://www.mayoclinic.org/diseases-conditions/hoarding-disorder/symptoms-causes/syc-20356056,hoarding disorder,17,Hoarding disorder is a persistent difficulty discarding or parting with possessions because of a perceived need to save them.,125,48464,1811,8,3,71,44,69,47,1.0,2018-02-03
403,https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434,compulsive sexual behavior,26,"Compulsive sexual behavior or hypersexuality is an excessive preoccupation with sexual fantasies, urges or behaviors that disrupts your life or is harmful to you or others.",172,49986,2016,10,5,70,46,67,45,0.0,2020-02-07
404,https://www.mayoclinic.org/diseases-conditions/kleptomania/symptoms-causes/syc-20364732,kleptomania,11,Kleptomania is the recurrent inability to resist urges to steal items that you generally don't really need and that usually have little value.,142,45770,1724,9,4,68,42,67,45,0.0,2017-10-21
405,https://www.mayoclinic.org/diseases-conditions/concussion/symptoms-causes/syc-20355594,concussion,10,"This brain injury causes symptoms such as headaches, dizziness and difficulty concentrating that usually improve within days to weeks.",134,58976,2547,9,3,79,50,70,48,1.0,2020-02-22
