,url,header,header_len,meta,meta_len,bytes,word_count,inlinks,unique_in,outlinks,unique_out,ext_links,unique_ext,pa,pub_date
944,https://www.mayoclinic.org/diseases-conditions/primary-lateral-sclerosis/symptoms-causes/syc-20353968,primary lateral sclerosis (pls),31,"This motor neuron disease causes weakness, primarily in the muscles used to control the legs, arms and tongue.",110,43660,1349,10,3,72,45,67,45,0.0,2019-06-28
945,https://www.mayoclinic.org/diseases-conditions/pneumonia/symptoms-causes/syc-20354204,pneumonia,9,"Pneumonia — Learn about the symptoms, causes and treatment of this serious lung infection.",90,52936,2233,8,3,74,47,67,45,1.0,2018-03-13
946,https://www.mayoclinic.org/diseases-conditions/pneumonitis/symptoms-causes/syc-20352623,pneumonitis,11,Pneumonitis is a general term for lung inflammation. It can cause difficulty breathing and is often accompanied by a cough.,123,46389,1492,16,7,73,46,67,45,0.0,2018-03-09
948,https://www.mayoclinic.org/diseases-conditions/poison-ivy/symptoms-causes/syc-20376485,poison ivy rash,15,Poison ivy rash — Comprehensive overview covers symptoms and treatment of this itchy skin rash.,95,55417,2095,8,3,70,44,70,47,0.0,2018-07-27
949,https://www.mayoclinic.org/diseases-conditions/polio/symptoms-causes/syc-20376512,polio,5,"Learn more about this contagious viral illness that in its most severe form causes nerve injury leading to paralysis, difficulty breathing and sometimes death.",159,44881,1620,7,2,67,41,67,45,0.0,2017-12-09
950,https://www.mayoclinic.org/diseases-conditions/polycythemia-vera/symptoms-causes/syc-20355850,polycythemia vera,17,This slow-growing blood cancer mainly affects people over 60. Treatments and lifestyle changes may reduce complications and ease symptoms.,138,44432,1359,14,5,72,45,67,45,0.0,2020-01-23
951,https://www.mayoclinic.org/diseases-conditions/polyhydramnios/symptoms-causes/syc-20368493,polyhydramnios,14,"Learn about symptoms, causes and treatment for polyhydramnios — excessive accumulation of amniotic fluid during pregnancy.",122,45241,1132,7,2,73,47,69,46,0.0,2017-11-18
952,https://www.mayoclinic.org/diseases-conditions/polymorphous-light-eruption/symptoms-causes/syc-20355868,polymorphous light eruption,27,Polymorphous light eruption — Learn more about the symptoms and treatments for this sun-induced skin rash that also can appear after using tanning beds.,152,50204,1508,9,4,76,48,67,45,0.0,2018-03-09
953,https://www.mayoclinic.org/diseases-conditions/polymyalgia-rheumatica/symptoms-causes/syc-20376539,polymyalgia rheumatica,22,"Older adults who suddenly develop muscle pain and stiffness, especially in the shoulders, might have polymyalgia rheumatica.",124,45423,1384,9,3,72,45,70,47,0.0,2018-06-23
954,https://www.mayoclinic.org/diseases-conditions/polymyositis/symptoms-causes/syc-20353208,polymyositis,12,The muscle weakness associated with polymyositis can make it difficult to climb stairs or reach overhead. Breathing and swallowing also can be affected.,152,45337,1262,9,3,73,45,69,46,0.0,2018-12-12
955,https://www.mayoclinic.org/diseases-conditions/stomach-polyps/symptoms-causes/syc-20377992,stomach polyps,14,Stomach polyps — Comprehensive overview covers symptoms and treatment for stomach polyps.,89,44498,1356,8,3,69,43,67,45,0.0,2018-11-06
956,https://www.mayoclinic.org/diseases-conditions/porphyria/symptoms-causes/syc-20356066,porphyria,9,"Porphyria is a group of disorders that result from a buildup of porphyrin in your body, affecting your nervous system, skin and other organs.",141,50319,1898,10,4,71,44,67,45,0.0,2017-11-18
957,https://www.mayoclinic.org/diseases-conditions/post-concussion-syndrome/symptoms-causes/syc-20353352,post-concussion syndrome,24,"Find out what to do when symptoms like headache, fatigue and dizziness last long after the injury that caused the concussion. ",126,45060,1432,9,3,73,46,67,45,0.0,2017-07-28
958,https://www.mayoclinic.org/diseases-conditions/posterior-cortical-atrophy/symptoms-causes/syc-20376560,posterior cortical atrophy,26,Learn about diagnosis and treatment for posterior cortical atrophy — a rare neurological syndrome that affects vision and coordination.,135,38306,792,7,2,72,44,67,45,0.0,2017-12-12
959,https://www.mayoclinic.org/diseases-conditions/pcl-injury/symptoms-causes/syc-20354855,posterior cruciate ligament injury,34,"Posterior cruciate ligament (PCL) injury — Comprehensive overview covers knee symptoms, causes, treatment and prevention.",121,45271,1240,11,4,74,47,69,46,0.0,2019-10-09
960,https://www.mayoclinic.org/diseases-conditions/rectocele/symptoms-causes/syc-20353414,posterior vaginal prolapse (rectocele),38,"Learn about symptoms and possible treatments for this pelvic floor disorder where the rectum presses against weak tissues, bulging into the vagina.",147,48836,1581,13,5,78,48,67,45,0.0,2018-03-08
961,https://www.mayoclinic.org/diseases-conditions/sheehans-syndrome/symptoms-causes/syc-20351847,sheehan's syndrome,18,Severe blood loss during childbirth can deprive the body of oxygen and damage the pituitary gland.,98,47222,1568,12,5,71,44,67,45,0.0,2019-11-26
962,https://www.mayoclinic.org/diseases-conditions/postpartum-preeclampsia/symptoms-causes/syc-20376646,postpartum preeclampsia,23,"Preeclampsia is a condition normally associated with pregnancy, but it can occur after delivery too. Untreated, it can lead to serious complications.",149,45759,1459,7,2,68,42,69,46,0.0,2018-05-03
963,https://www.mayoclinic.org/diseases-conditions/postpartum-thyroiditis/symptoms-causes/syc-20376675,postpartum thyroiditis,22,"Learn about the definition, symptoms and treatment for this postpartum condition affecting the thyroid.",103,42837,1324,7,2,67,41,67,45,0.0,2018-12-21
964,https://www.mayoclinic.org/diseases-conditions/post-polio-syndrome/symptoms-causes/syc-20355669,post-polio syndrome,19,This syndrome causes a number of potentially serious symptoms that appear decades after the polio virus.,104,46360,1449,11,4,72,45,67,45,0.0,2020-01-29
965,https://www.mayoclinic.org/diseases-conditions/post-traumatic-stress-disorder/symptoms-causes/syc-20355967,post-traumatic stress disorder (ptsd),37,"Post-traumatic stress disorder (PTSD) is a mental health condition triggered by a terrifying event, causing flashbacks, nightmares and severe anxiety.",150,52203,2111,9,3,76,48,68,46,1.0,2018-07-06
966,https://www.mayoclinic.org/diseases-conditions/pouchitis/symptoms-causes/syc-20361991,pouchitis,9,"Pouchitis is inflammation of a surgically created pouch, called a J pouch. It's a common complication after a certain type of colon surgery.",140,39544,951,7,2,72,44,67,45,0.0,2018-12-21
967,https://www.mayoclinic.org/diseases-conditions/prader-willi-syndrome/symptoms-causes/syc-20355997,prader-willi syndrome,21,"Prader-Willi syndrome is a rare genetic disorder that results in physical, mental and behavioral problems, including a constant sense of hunger.",144,49586,2121,10,3,68,42,67,45,0.0,2018-01-31
968,https://www.mayoclinic.org/diseases-conditions/prediabetes/symptoms-causes/syc-20355278,prediabetes,11,Blood sugar levels start to rise even before you get type 2 diabetes. Find out what steps you can take to prevent diabetes from developing.,139,50694,1903,7,2,71,44,72,48,0.0,2020-01-21
969,https://www.mayoclinic.org/diseases-conditions/wolff-parkinson-white-syndrome/symptoms-causes/syc-20354626,wolff-parkinson-white (wpw) syndrome,36,"In this fairly rare congenital condition, an extra electrical pathway between your heart's upper and lower chambers causes a rapid heartbeat. This can result in serious health problems.",185,51478,1515,21,14,78,50,67,45,0.0,2020-02-12
970,https://www.mayoclinic.org/diseases-conditions/premature-birth/symptoms-causes/syc-20376730,premature birth,15,Having a preemie can be overwhelming. Here's what you need to know about your baby's care and the possible complications of a premature birth.,142,60587,2938,11,4,78,50,72,49,0.0,2017-12-21
971,https://www.mayoclinic.org/diseases-conditions/premature-ejaculation/symptoms-causes/syc-20354900,premature ejaculation,21,"Understand what causes premature ejaculation, as well as how to treat it and prevent it.",88,44743,1559,7,2,69,43,67,45,1.0,2018-05-16
972,https://www.mayoclinic.org/diseases-conditions/premenstrual-syndrome/symptoms-causes/syc-20376780,premenstrual syndrome (pms),27,"Mood swings, cramps and irritability are just a few telltale clues that you're getting your period. Learn what you can do for PMS symptom relief.",145,45412,1272,8,2,69,44,69,46,0.0,2020-02-07
973,https://www.mayoclinic.org/diseases-conditions/presbyopia/symptoms-causes/syc-20363328,presbyopia,10,Have you noticed — yet — having to hold books at arm's length to read them? Find out what options are available when it happens.,128,48657,1436,7,2,72,45,69,46,0.0,2017-12-06
974,https://www.mayoclinic.org/diseases-conditions/prescription-drug-abuse/symptoms-causes/syc-20376813,prescription drug abuse,23,Using a prescription medication in a way not intended by the doctor can lead to drug abuse. Learn about risk factors and treatment for drug misuse.,147,64388,2589,8,3,86,52,79,56,0.0,2018-10-19
975,https://www.mayoclinic.org/diseases-conditions/preterm-labor/symptoms-causes/syc-20376842,preterm labor,13,"Going into labor before your due date is serious, but knowing the risk factors and how to manage them can help.",111,48653,1690,9,3,72,45,70,47,0.0,2019-12-24
976,https://www.mayoclinic.org/diseases-conditions/primary-biliary-cholangitis-pbc/symptoms-causes/syc-20376874,primary biliary cholangitis,27,Primary biliary cholangitis (PBC) is a type of liver disease that damages the bile ducts. Early treatment may help prevent liver failure.,137,53548,2024,16,7,79,50,67,45,0.0,2018-03-09
977,https://www.mayoclinic.org/diseases-conditions/primary-immunodeficiency/symptoms-causes/syc-20376905,primary immunodeficiency,24,Frequent infections could mean you have an immune-system disorder. The conditions in this category are usually caused by genetic changes.,137,43018,1391,7,2,69,42,67,45,0.0,2020-01-30
978,https://www.mayoclinic.org/diseases-conditions/premature-ovarian-failure/symptoms-causes/syc-20354683,primary ovarian insufficiency,29,"Primary ovarian insufficiency, also called premature ovarian failure, occurs in women under age 40. Hormone therapy can lessen uncomfortable symptoms.",150,49933,1686,7,2,70,43,71,47,0.0,2019-10-22
979,https://www.mayoclinic.org/diseases-conditions/proctitis/symptoms-causes/syc-20376933,proctitis,9,Proctitis means inflammation of the rectal lining. This condition is often a treatment side effect or part of a more generalized disease.,137,45043,1501,14,6,70,44,67,45,0.0,2018-08-22
980,https://www.mayoclinic.org/diseases-conditions/prolactinoma/symptoms-causes/syc-20376958,prolactinoma,12,"Learn about the symptoms, causes and treatment of this pituitary gland tumor.",77,48781,1505,10,4,71,44,69,47,0.0,2018-05-12
981,https://www.mayoclinic.org/diseases-conditions/prostatitis/symptoms-causes/syc-20355766,prostatitis,11,"Learn about symptoms, tests and treatments for swelling and inflammation of the prostate gland.",95,46362,1267,8,3,74,47,69,46,0.0,2020-01-17
983,https://www.mayoclinic.org/diseases-conditions/pseudogout/symptoms-causes/syc-20376983,pseudogout,10,"Pseudogout — Comprehensive overview covers symptoms, treatment, prevention of this disease that mimics gout.",108,43876,1119,8,3,69,43,71,47,0.0,2018-04-21
984,https://www.mayoclinic.org/diseases-conditions/psoriasis/symptoms-causes/syc-20355840,psoriasis,9,"Learn about this common skin condition that causes red, scaly, itchy patches and how you can combine medications with self-care habits to manage it.",148,75064,2435,8,3,109,75,69,46,1.0,2020-05-02
985,https://www.mayoclinic.org/diseases-conditions/schizophrenia/symptoms-causes/syc-20354443,schizophrenia,13,"This severe mental disorder can result in hallucinations, delusions, and extremely disordered thinking and behavior that interfere with daily living.",149,47398,1857,12,5,73,46,67,45,1.0,2020-01-07
988,https://www.mayoclinic.org/diseases-conditions/pulmonary-valve-stenosis/symptoms-causes/syc-20377034,pulmonary valve stenosis,24,"Learn more about this condition in which the pulmonary valve between the heart and lungs doesn't open properly, causing restricted blood flow.",142,49177,1483,29,19,78,51,67,45,0.0,2017-12-06
989,https://www.mayoclinic.org/diseases-conditions/pyloric-stenosis/symptoms-causes/syc-20351416,pyloric stenosis,16,"In this condition, a valve between an infant's stomach and small intestine fails to open enough for food to pass through. Surgery is the treatment.",147,48205,1412,12,5,72,46,67,45,0.0,2018-10-23
990,https://www.mayoclinic.org/diseases-conditions/pyoderma-gangrenosum/symptoms-causes/syc-20350386,pyoderma gangrenosum,20,"Learn about the symptoms, treatment and risk factors of this skin condition with open sores, along with advice on how to cope with it.",134,44446,1277,7,2,74,45,67,45,0.0,2018-12-04
991,https://www.mayoclinic.org/diseases-conditions/rabies/symptoms-causes/syc-20351821,rabies,6,Learn about this deadly virus that most often spreads to people through the bite of an infected animal.,103,47757,1814,8,3,69,42,70,48,0.0,2019-12-06
992,https://www.mayoclinic.org/diseases-conditions/radiation-enteritis/symptoms-causes/syc-20355409,radiation enteritis,19,"Radiation enteritis causes diarrhea and vomiting in people who receive radiation therapy for cancer. Treatments include medications, diet changes and surgery.",158,40588,940,7,2,72,44,67,45,0.0,2018-12-07
993,https://www.mayoclinic.org/diseases-conditions/tachycardia/symptoms-causes/syc-20355127,tachycardia,11,Tachycardia is a rapid heart rate caused by a problem in the heart's electrical system. Find out more about this common heart rhythm disorder (arrhythmia).,155,60007,2497,29,20,87,59,67,45,0.0,2020-04-15
994,https://www.mayoclinic.org/diseases-conditions/raynauds-disease/symptoms-causes/syc-20363571,raynaud's disease,17,"Cold temperatures or stress can cause parts of your body, mainly fingers and toes, to numb, chill and possibly turn colors if you have Raynaud's disease.",153,48965,1850,13,8,70,43,69,46,1.0,2017-10-31
996,https://www.mayoclinic.org/diseases-conditions/rectal-ulcer/symptoms-causes/syc-20377749,solitary rectal ulcer syndrome,30,Solitary rectal ulcer syndrome is a rare condition that's often linked to chronic constipation. Learn more about symptoms and treatment.,136,45913,1159,13,6,72,46,67,45,0.0,2020-04-25
997,https://www.mayoclinic.org/diseases-conditions/rectovaginal-fistula/symptoms-causes/syc-20377108,rectovaginal fistula,20,An abnormal connection between the rectum and vagina allows gas or stool to pass into the vagina. Learn about fistula treatment and self-care.,142,45658,1505,15,6,75,48,67,45,0.0,2018-11-14
998,https://www.mayoclinic.org/diseases-conditions/recurrent-breast-cancer/symptoms-causes/syc-20377135,recurrent breast cancer,23,Learn about symptoms that alert doctors to a breast cancer recurrence and strategies for treating cancer that comes back after initial treatment.,145,55198,2006,34,20,91,62,69,46,0.0,2020-04-16
999,https://www.mayoclinic.org/diseases-conditions/vesicoureteral-reflux/symptoms-causes/syc-20378819,vesicoureteral reflux,21,"Learn about what happens if urine flows backward from the bladder. Usually found in children, this condition boosts the risk of urinary tract infections.",153,51916,1898,11,4,76,47,67,45,0.0,2020-01-15
1000,https://www.mayoclinic.org/diseases-conditions/rem-sleep-behavior-disorder/symptoms-causes/syc-20352920,rem sleep behavior disorder,27,"REM sleep behavior disorder is a sleep disorder in which you physically and vocally act out vivid, often unpleasant dreams during REM sleep.",140,43820,1374,7,2,74,44,67,45,0.0,2018-01-18
1001,https://www.mayoclinic.org/diseases-conditions/renal-artery-stenosis/symptoms-causes/syc-20352777,renal artery stenosis,21,"Renal artery stenosis — Comprehensive overview covers causes, diagnosis, treatment of narrowing of the arteries leading to the kidneys.",135,46539,1447,13,8,74,44,67,45,0.0,2020-05-09
1002,https://www.mayoclinic.org/diseases-conditions/respiratory-syncytial-virus/symptoms-causes/syc-20353098,respiratory syncytial virus (rsv),33,"Respiratory syncytial virus infection is a common illness that affects the lungs. It can seem like a cold, but may be severe, especially in children. Know the symptoms and treatment.",182,50263,2146,10,3,68,42,69,47,0.0,2017-07-22
1003,https://www.mayoclinic.org/diseases-conditions/restless-legs-syndrome/symptoms-causes/syc-20377168,restless legs syndrome,22,Uncomfortable sensations in your legs can interrupt your sleep — making you drag through your day. These therapies calm the restlessness and improve sleep.,155,49714,1631,10,3,74,45,70,47,0.0,2020-01-21
1004,https://www.mayoclinic.org/diseases-conditions/retinal-diseases/symptoms-causes/syc-20355825,retinal diseases,16,"Learn about the symptoms, diagnosis and treatment for various conditions that affect the retinas and vision. Find out when it's time to contact a doctor.",153,44841,1382,7,2,74,46,67,45,0.0,2020-03-31
1005,https://www.mayoclinic.org/diseases-conditions/retractile-testicle/symptoms-causes/syc-20377197,retractile testicle,19,Find out about this condition that allows the testicle to move between the scrotum and groin.,93,41528,1241,8,3,67,41,67,45,0.0,2018-12-22
1006,https://www.mayoclinic.org/diseases-conditions/retrograde-ejaculation/symptoms-causes/syc-20354890,retrograde ejaculation,22,Learn about the symptoms and treatment options for this condition that can cause male infertility.,98,45449,1396,7,2,69,43,67,45,0.0,2019-11-28
1007,https://www.mayoclinic.org/diseases-conditions/rett-syndrome/symptoms-causes/syc-20377227,rett syndrome,13,"This rare genetic disorder affects the way the brain develops, causing a progressive inability to use muscles for eye and body movements and speech.",148,52229,2316,16,7,74,48,67,45,0.0,2018-10-11
1008,https://www.mayoclinic.org/diseases-conditions/reyes-syndrome/symptoms-causes/syc-20377255,reye's syndrome,15,"Learn more about the causes and treatment of Reye's syndrome, a rare but serious condition causing swelling in the liver and brain.",131,47394,1641,11,6,73,47,67,45,0.0,2018-08-08
1009,https://www.mayoclinic.org/diseases-conditions/rhabdomyosarcoma/symptoms-causes/syc-20390962,rhabdomyosarcoma,16,"RMS, a rare soft tissue cancer, affects children more often than adults. Treatment may include surgery, chemotherapy and radiation therapy.",139,43955,1361,9,4,74,45,67,45,0.0,2020-02-26
1010,https://www.mayoclinic.org/diseases-conditions/rheumatic-fever/symptoms-causes/syc-20354588,rheumatic fever,15,Learn about this serious complication of strep throat and scarlet fever and what you can do to prevent it.,106,47540,1609,18,11,74,45,69,46,0.0,2019-10-10
1011,https://www.mayoclinic.org/diseases-conditions/rickets/symptoms-causes/syc-20351943,rickets,7,Learn what can cause this bone-softening disease in children and how supplements may prevent or treat the condition.,116,46112,1649,9,3,71,44,67,45,0.0,2019-05-14
1012,https://www.mayoclinic.org/diseases-conditions/tinnitus/symptoms-causes/syc-20350156,tinnitus,8,"This comprehensive overview covers symptoms, causes, and treatment of phantom ear sounds.",89,56863,2596,12,5,74,46,69,46,1.0,2019-03-05
1013,https://www.mayoclinic.org/diseases-conditions/ringworm-body/symptoms-causes/syc-20353780,ringworm (body),15,"Learn more on causes, symptoms, treatments of this easily spread fungal skin infection that itches and is related to athlete's foot.",132,43732,1372,8,3,68,42,67,45,0.0,2019-09-13
1014,https://www.mayoclinic.org/diseases-conditions/ringworm-scalp/symptoms-causes/syc-20354918,ringworm (scalp),16,"Ringworm (scalp) — Comprehensive overview covers causes, symptoms and treatments of this fungal infection.",106,48693,1695,8,3,70,44,67,45,0.0,2018-03-07
1015,https://www.mayoclinic.org/diseases-conditions/rocky-mountain-spotted-fever/symptoms-causes/syc-20361032,rocky mountain spotted fever,28,Recognize Rocky Mountain spotted fever early to get prompt and potentially lifesaving treatment.,96,50737,1942,7,2,69,43,68,46,0.0,2017-10-20
1016,https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815,rosacea,7,"Learn more about this common facial skin condition, including symptoms, triggers, good skin care and medications to treat it.",125,49613,1446,7,2,73,46,68,46,1.0,2019-09-06
1017,https://www.mayoclinic.org/diseases-conditions/roseola/symptoms-causes/syc-20377283,roseola,7,"Learn about the symptoms, causes and treatment of this common childhood infection and rash caused by two strains of herpes virus.",129,47101,1825,7,2,68,42,67,45,0.0,2018-06-06
1018,https://www.mayoclinic.org/diseases-conditions/rotator-cuff-injury/symptoms-causes/syc-20350225,rotator cuff injury,19,This common shoulder disorder is often caused by repetitive overhead motions in jobs or sports. Extensive rotator cuff tears may require surgery.,145,56094,1682,13,5,88,59,72,49,0.0,2020-04-30
1019,https://www.mayoclinic.org/diseases-conditions/rotavirus/symptoms-causes/syc-20351300,rotavirus,9,"Learn more about this common childhood condition that causes fever, vomiting, diarrhea and sometimes abdominal pain.",116,44676,1661,7,2,67,41,67,45,0.0,2019-03-12
1020,https://www.mayoclinic.org/diseases-conditions/rumination-syndrome/symptoms-causes/syc-20377330,rumination syndrome,19,Learn about this condition that results in repetitive regurgitation and reswallowing meals. Behavioral therapy and medication are treatments.,141,41251,1072,7,2,71,43,67,45,0.0,2018-09-27
1021,https://www.mayoclinic.org/diseases-conditions/ruptured-spleen/symptoms-causes/syc-20352317,ruptured spleen,15,"A break in the surface of your spleen, usually from a forceful blow to your abdomen, can cause life-threatening internal bleeding.",130,43572,1166,9,3,71,45,67,45,0.0,2019-05-07
1022,https://www.mayoclinic.org/diseases-conditions/sacroiliitis/symptoms-causes/syc-20350747,sacroiliitis,12,"Sacroiliitis — Comprehensive overview covers symptoms, causes, diagnosis, treatment of inflammation of the sacroiliac joints.",125,44001,1088,15,6,76,49,67,45,0.0,2018-12-01
1023,https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651,seasonal affective disorder (sad),33,Seasonal affective disorder (SAD) is a type of depression that's related to changes in seasons and begins and ends at about the same times every year.,150,47380,1625,8,2,71,45,67,45,1.0,2017-10-25
1024,https://www.mayoclinic.org/diseases-conditions/salivary-gland-cancer/symptoms-causes/syc-20354151,salivary gland tumors,21,Learn about this rare type of tumor affecting the salivary glands and treatments such as surgery and radiation therapy.,119,48817,1456,21,11,81,52,67,45,0.0,2018-10-26
1025,https://www.mayoclinic.org/diseases-conditions/salmonella/symptoms-causes/syc-20355329,salmonella infection,20,"Salmonella infection (salmonellosis) affects the intestinal tract. Learn more about the causes, treatment and prevention of this common bacterial disease.",154,50406,1852,8,2,67,41,73,51,1.0,2019-10-11
1026,https://www.mayoclinic.org/diseases-conditions/sarcoidosis/symptoms-causes/syc-20350358,sarcoidosis,11,"This inflammatory disease results in growth of tiny granulomas in different parts of the body, including the lungs, eyes, skin and heart.",137,50039,1745,22,15,77,49,68,46,0.0,2019-01-30
1027,https://www.mayoclinic.org/diseases-conditions/sarcoma/symptoms-causes/syc-20351048,sarcoma,7,"Learn about this cancer that forms in the bones and the connective tissue. Find out about symptoms, diagnosis, treatment and the many types of sarcoma.",151,45535,1197,7,2,92,64,68,46,0.0,2020-01-21
1028,https://www.mayoclinic.org/diseases-conditions/small-intestinal-bacterial-overgrowth/symptoms-causes/syc-20370168,small intestinal bacterial overgrowth (sibo),44,Small intestinal bacterial overgrowth (SIBO) can occur when excess bacteria builds up in the small intestine. Learn more about this bowel disorder.,147,47074,1547,10,2,69,42,67,45,0.0,2020-02-28
1029,https://www.mayoclinic.org/diseases-conditions/scabies/symptoms-causes/syc-20377378,scabies,7,"Learn more about this infectious condition that causes intense itching, usually in areas where the skin folds, such as around joints.",133,44830,1509,8,3,68,42,67,45,0.0,2018-07-07
1031,https://www.mayoclinic.org/diseases-conditions/scarlet-fever/symptoms-causes/syc-20377406,scarlet fever,13,"Learn more about the symptoms, causes, complications and treatment of this strep-related bacterial infection.",109,43558,1356,8,2,68,42,67,45,0.0,2019-10-16
1032,https://www.mayoclinic.org/diseases-conditions/schizoaffective-disorder/symptoms-causes/syc-20354504,schizoaffective disorder,24,"This mental health disorder includes schizophrenia symptoms, such as delusions or hallucinations, and mood disorder symptoms, such as depression or mania.",154,45120,1396,7,2,72,45,67,45,0.0,2019-11-09
1033,https://www.mayoclinic.org/diseases-conditions/sciatica/symptoms-causes/syc-20377435,sciatica,8,"Sciatica — Comprehensive overview covers symptoms, treatment of this acute back, pelvic and leg pain.",101,51927,1765,13,5,76,49,70,47,1.0,2019-09-26
1034,https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952,scleroderma,11,This group of rare diseases involves the hardening and tightening of the skin and connective tissues. Some forms can affect internal organs.,140,47260,1721,11,4,72,45,69,46,0.0,2019-05-18
1035,https://www.mayoclinic.org/diseases-conditions/sclerosing-mesenteritis/symptoms-causes/syc-20355087,sclerosing mesenteritis,23,"In sclerosing mesenteritis, tissue in the abdomen becomes inflamed and scarred. Learn about symptoms, diagnosis and treatment for this rare condition.",150,41215,860,7,2,72,44,67,45,0.0,2019-11-07
1036,https://www.mayoclinic.org/diseases-conditions/scorpion-stings/symptoms-causes/syc-20353859,scorpion sting,14,"Learn more about symptoms, risk factors, treatment and prevention of this type of sting, which is painful but rarely life-threatening.",134,47235,1560,8,2,68,42,68,46,0.0,2019-09-06
1037,https://www.mayoclinic.org/diseases-conditions/scrotal-masses/symptoms-causes/syc-20352604,scrotal masses,14,Scrotal masses have many underlying causes. Even painless scrotal masses should be evaluated promptly by a doctor.,114,55157,1984,13,6,72,46,67,45,0.0,2018-01-05
1038,https://www.mayoclinic.org/diseases-conditions/temporal-lobe-seizure/symptoms-causes/syc-20378214,temporal lobe seizure,21,"These seizures begin in the temporal lobes of the brain, and can trigger a variety of symptoms, such as odd feelings, fear and unresponsiveness.",144,49180,1571,16,8,75,48,68,46,0.0,2019-06-18
1039,https://www.mayoclinic.org/diseases-conditions/seizure/symptoms-causes/syc-20365711,seizures,8,"Learn about seizure types, what causes seizures, what happens during a seizure and what you can do if you see someone having a seizure.",135,50635,1904,21,10,82,52,67,45,0.0,2019-06-18
1040,https://www.mayoclinic.org/diseases-conditions/selective-iga-deficiency/symptoms-causes/syc-20362236,selective iga deficiency,24,"Selective IgA deficiency is complete or partial lack of the antibody immunoglobulin A. Without this protein, some people have frequent infections.",146,38888,788,7,2,71,43,67,45,0.0,2020-04-02
1041,https://www.mayoclinic.org/diseases-conditions/separation-anxiety-disorder/symptoms-causes/syc-20377455,separation anxiety disorder,27,Intense or prolonged separation anxiety that interferes with school or other daily activities or includes panic attacks. Learn about treatment.,143,43060,1467,7,2,66,41,67,45,0.0,2018-05-08
1042,https://www.mayoclinic.org/diseases-conditions/sepsis/symptoms-causes/syc-20351214,sepsis,6,"Learn more about the symptoms and treatment of sepsis, a serious infection-related illness.",91,47277,1469,17,7,76,49,71,49,1.0,2018-11-16
1043,https://www.mayoclinic.org/diseases-conditions/ventricular-septal-defect/symptoms-causes/syc-20353495,ventricular septal defect (vsd),31,Learn more about diagnosis and treatment of this common heart defect present at birth in which a hole occurs in the wall between the lower heart chambers.,154,51381,1870,25,16,76,49,67,45,0.0,2018-03-09
1044,https://www.mayoclinic.org/diseases-conditions/serotonin-syndrome/symptoms-causes/syc-20354758,serotonin syndrome,18,Learn how certain drug interactions or an increase in the dose of certain drugs can cause serotonin levels to rise to potentially dangerous levels.,147,45343,1630,7,2,67,41,67,45,0.0,2019-12-10
1045,https://www.mayoclinic.org/diseases-conditions/sars/symptoms-causes/syc-20351765,severe acute respiratory syndrome (sars),40,Learn about this contagious and sometimes fatal respiratory illness. The last known infection was reported in 2004.,115,43585,1378,8,2,68,42,67,45,0.0,2019-09-24
1046,https://www.mayoclinic.org/diseases-conditions/sexually-transmitted-diseases-stds/symptoms-causes/syc-20351240,sexually transmitted diseases (stds),36,"Learn about risk factors, symptoms, diagnosis, treatment and prevention of sexually transmitted infections (STIs), or sexually transmitted diseases (STDs).",155,58885,2377,10,3,77,49,71,49,0.0,2019-10-29
1049,https://www.mayoclinic.org/diseases-conditions/short-bowel-syndrome/symptoms-causes/syc-20355091,short bowel syndrome,20,"Short bowel syndrome occurs when part of the small intestine is missing, either at birth or after surgery. The syndrome keeps you from absorbing needed nutrients.",162,40119,960,7,2,71,43,67,45,0.0,2019-12-31
1050,https://www.mayoclinic.org/diseases-conditions/sjogrens-syndrome/symptoms-causes/syc-20353216,sjogren's syndrome,18,"If you're bothered by dry eyes and mouth, talk to your doctor about whether you have the autoimmune condition Sjogren's syndrome.",129,46703,1276,11,4,75,47,67,45,1.0,2017-08-09
1051,https://www.mayoclinic.org/diseases-conditions/sleep-apnea/symptoms-causes/syc-20377631,sleep apnea,11,"Snoring loudly could be an indication of sleep apnea, a disorder in which breathing stops and starts repeatedly during sleep.",125,55493,2167,7,2,78,51,72,49,1.0,2018-07-25
1052,https://www.mayoclinic.org/diseases-conditions/central-sleep-apnea/symptoms-causes/syc-20352109,central sleep apnea,19,"Find out how a mix-up in brain signals can affect your breathing during sleep, plus how this breathing disorder can be treated.",127,49057,1916,13,8,74,46,67,45,0.0,2019-06-25
1053,https://www.mayoclinic.org/diseases-conditions/obstructive-sleep-apnea/symptoms-causes/syc-20352090,obstructive sleep apnea,23,Learn the signs that point to this common and potentially serious sleep disorder and find out the treatments that can help you sleep better.,140,61139,2497,12,7,92,58,70,47,1.0,2019-06-05
1054,https://www.mayoclinic.org/diseases-conditions/sleep-disorders/symptoms-causes/syc-20354018,sleep disorders,15,"Common sleep disorders include insomnia, sleep apnea, restless legs syndrome and narcolepsy.",92,41922,1125,8,3,70,43,69,47,0.0,2019-08-10
