"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.mayoclinic.org/diseases-conditions/dislocated-elbow/symptoms-causes/syc-20371688","text/html; charset=utf-8","200","OK","","","Dislocated elbow - Symptoms and causes - Mayo Clinic","52","492","Dislocated elbow — Comprehensive overview covers symptoms, causes, treatments of this common elbow injury.","106","717","","","Dislocated elbow","16","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/dislocated-elbow/symptoms-causes/syc-20371688","","","","","44167","1438","","2","","9","3","0.13","70","43","67","45","","","","","","https://www.mayoclinic.org/diseases-conditions/dislocated-elbow/symptoms-causes/syc-20371688"
"https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685","text/html; charset=utf-8","200","OK","","","Bed-wetting - Symptoms and causes - Mayo Clinic","47","448","Bed-wetting — Learn about causes and treatments, including moisture alarms, bladder training and medications.","109","712","","","Bed-wetting","11","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685","","","","","44720","1509","","2","","12","5","0.22","69","43","68","46","","","","","","https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685"
"https://www.mayoclinic.org/diseases-conditions/ear-infections/symptoms-causes/syc-20351616","text/html; charset=utf-8","200","OK","","","Ear infection (middle ear) - Symptoms and causes - Mayo Clinic","62","567","These usually get better on their own, but sometimes medicine is needed. Find out more about how doctors diagnose and treat this common ear condition.","150","979","","","Ear infection (middle ear)","26","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/ear-infections/symptoms-causes/syc-20351616","","","","","53483","2233","","2","","8","3","0.13","71","44","69","46","","","","","","https://www.mayoclinic.org/diseases-conditions/ear-infections/symptoms-causes/syc-20351616"
"https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838","text/html; charset=utf-8","200","OK","","","Reactive arthritis - Symptoms and causes - Mayo Clinic","54","492","Reactive arthritis can cause inflammation in the eyes and urinary tract — in addition to your joints. Symptoms typically disappear within a year.","145","897","","","Reactive arthritis","18","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838","","","","","46607","1291","","2","","13","6","0.26","69","43","71","47","","","","","","https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838"
"https://www.mayoclinic.org/diseases-conditions/trichotillomania/symptoms-causes/syc-20355188","text/html; charset=utf-8","200","OK","","","Trichotillomania (hair-pulling disorder) - Symptoms and causes - Mayo Clinic","76","675","Trichotillomania (hair-pulling disorder) involves recurrent, irresistible urges to pull out hair from your body. Therapy may help reduce or stop urges.","151","926","","","Trichotillomania (hair-pulling disorder)","40","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/trichotillomania/symptoms-causes/syc-20355188","","","","","45957","1739","","2","","8","3","0.13","71","44","67","45","","","","","","https://www.mayoclinic.org/diseases-conditions/trichotillomania/symptoms-causes/syc-20355188"
"https://www.mayoclinic.org/diseases-conditions/plague/symptoms-causes/syc-20351291","text/html; charset=utf-8","200","OK","","","Plague - Symptoms and causes - Mayo Clinic","42","404","Learn about the symptoms, risk factors, and treatment of this extremely rare, potentially fatal infectious disease transmitted by fleas and rodents.","148","914","","","Plague","6","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/plague/symptoms-causes/syc-20351291","","","","","45245","1704","","2","","8","3","0.13","67","41","67","45","","","","","","https://www.mayoclinic.org/diseases-conditions/plague/symptoms-causes/syc-20351291"
"https://www.mayoclinic.org/diseases-conditions/long-qt-syndrome/symptoms-causes/syc-20352518","text/html; charset=utf-8","200","OK","","","Long QT syndrome - Symptoms and causes - Mayo Clinic","52","515","Learn more about the causes and treatment of this heart rhythm condition that can potentially cause fast, chaotic heartbeats.","125","789","","","Long QT syndrome","16","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/long-qt-syndrome/symptoms-causes/syc-20352518","","","","","66035","3301","","2","","27","18","0.79","89","57","67","45","","","","","","https://www.mayoclinic.org/diseases-conditions/long-qt-syndrome/symptoms-causes/syc-20352518"
"https://www.mayoclinic.org/ar/diseases-conditions/heart-arrhythmia/symptoms-causes/syc-20350668","text/html; charset=utf-8","200","OK","","","اضطراب نظم القلب - الأعراض والأسباب - Mayo Clinic (مايو كلينك)","62","526","تعرَّفْ على اضطرابات القلب الشائعة التي يُمكن أن تتسبَّب في تسارُع دقَّات قلبكَ بشدة أو تباطُؤها بشدة أو عدم انتظامها.","118","634","","","اضطراب نظم القلب","16","","0","نظرة عامة","9","الأعراض","7","","","","","","","","","81622","3481","","2","","10","5","0.22","89","61","67","45","","","","","","https://www.mayoclinic.org/ar/diseases-conditions/heart-arrhythmia/symptoms-causes/syc-20350668"
"https://www.mayoclinic.org/diseases-conditions/dry-skin/symptoms-causes/syc-20353885","text/html; charset=utf-8","200","OK","","","Dry skin - Symptoms and causes - Mayo Clinic","44","415","Dry skin — Comprehensive overview covers causes, risk factors, treatment and prevention. Learn skin care tips that help keep your skin moist and healthy.","153","980","","","Dry skin","8","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/dry-skin/symptoms-causes/syc-20353885","","","","","49361","1679","","2","","9","4","0.18","72","46","72","49","","","","","","https://www.mayoclinic.org/diseases-conditions/dry-skin/symptoms-causes/syc-20353885"
"https://www.mayoclinic.org/diseases-conditions/sprains/symptoms-causes/syc-20377938","text/html; charset=utf-8","200","OK","","","Sprains - Symptoms and causes - Mayo Clinic","43","410","A sprain is a stretching or tearing of ligaments — the tough bands of tissue that connect two bones together in your joints. Ice and elevation can help.","152","942","","","Sprains","7","","0","Overview","8","Symptoms","8","","","","https://www.mayoclinic.org/diseases-conditions/sprains/symptoms-causes/syc-20377938","","","","","48543","1406","","2","","11","4","0.18","71","44","73","48","","","","","","https://www.mayoclinic.org/diseases-conditions/sprains/symptoms-causes/syc-20377938"
